entry_date,exit_date,entry_price,exit_price,gross_return,exit_reason,hold_days,symbol,trigger_date,trigger_intraday_ret,trigger_vol_ratio
2025-06-27,2025-06-27,7.550000190734863,7.17250018119812,-0.050000000000000044,sl_intraday,0,QS,2025-06-26,0.3444639751206653,6.732129593408065
2026-02-19,2026-02-19,1.2649999856948853,1.2017499864101409,-0.050000000000000155,sl_intraday,0,RXT,2026-02-18,0.37412240080101,18.33216270361903
2026-05-11,2026-05-11,5.630000114440918,5.348500108718872,-0.050000000000000044,sl_intraday,0,RXT,2026-05-08,0.4241244471997785,6.572284894637702
2024-08-20,2024-08-20,3.680000066757202,3.4960000634193418,-0.050000000000000044,sl_intraday,0,SIDU,2024-08-19,0.4059040181359996,15.633598899987868
2024-12-17,2024-12-17,5.579999923706055,5.300999927520752,-0.050000000000000044,sl_intraday,0,SIDU,2024-12-16,1.044642814378045,19.093295536831658
2025-12-11,2025-12-11,1.149999976158142,1.0924999773502349,-0.050000000000000155,sl_intraday,0,SIDU,2025-12-10,0.3294117218070389,10.381251214839086
2025-12-22,2025-12-22,1.9450000524520874,1.847750049829483,-0.050000000000000044,sl_intraday,0,SIDU,2025-12-19,0.315192662546828,5.390366203618443
2026-04-06,2026-04-06,3.0,3.3000000000000003,0.10000000000000009,tp_intraday,0,SIDU,2026-04-02,0.5373133974279973,5.9582482874349685
2025-01-31,2025-01-31,3.390000104904175,3.220500099658966,-0.050000000000000044,sl_intraday,0,DGXX,2025-01-30,0.3260869922018983,5.21522246359321
2026-05-14,2026-05-14,1.899999976158142,1.804999977350235,-0.050000000000000044,sl_intraday,0,QUCY,2026-05-13,1.2905984316743782,19.3221682401398
2026-05-15,2026-05-15,2.4609999656677246,2.7070999622344973,0.10000000000000009,tp_intraday,0,QUCY,2026-05-14,0.5789473882342313,6.544278121174952
2025-04-14,2025-04-14,2.4100000858306885,2.289500081539154,-0.050000000000000044,sl_intraday,0,CRML,2025-04-11,0.3757961870492399,6.372765742436683
2025-06-16,2025-06-16,2.299999952316284,2.1849999547004697,-0.050000000000000155,sl_intraday,0,CRML,2025-06-13,0.3012820806729028,5.158933230956806
2025-06-17,2025-06-17,2.7200000286102295,2.584000027179718,-0.04999999999999993,sl_intraday,0,CRML,2025-06-16,0.3173913192208191,9.549102806021398
2025-04-07,2025-04-07,6.960000038146973,6.612000036239624,-0.050000000000000044,sl_intraday,0,AIIO,2025-04-04,0.2181818300042273,15.258913872470718
2026-04-01,2026-04-01,1.600000023841858,1.7600000262260438,0.10000000000000009,tp_intraday,0,AIIO,2026-03-31,0.3209877151884039,8.862031613104847
2026-05-15,2026-05-15,4.304999828338623,4.089749836921691,-0.050000000000000155,sl_intraday,0,AIIO,2026-05-14,0.2862028670688989,5.7711696125463785
2024-07-15,2024-07-15,1.409999966621399,1.339499968290329,-0.04999999999999993,sl_intraday,0,SATL,2024-07-12,0.3027522143124856,9.72214346470088
2024-11-21,2024-11-21,1.3200000524520874,1.254000049829483,-0.050000000000000044,sl_intraday,0,SATL,2024-11-20,0.306930757342525,6.507415254237288
2024-12-02,2024-12-02,2.0199999809265137,1.918999981880188,-0.050000000000000044,sl_intraday,0,SATL,2024-11-29,0.3873240057378286,5.546396001854809
2025-01-28,2025-01-28,1.3799999952316284,1.3109999954700469,-0.050000000000000044,sl_intraday,0,SLS,2025-01-27,0.3428571720512559,5.0228587375685
2024-10-09,2024-10-09,9.390000343322754,8.920500326156615,-0.050000000000000155,sl_intraday,0,LASE,2024-10-08,0.9062500286560802,10.653189177333042
2026-06-03,2026-06-03,3.515000104904175,3.339250099658966,-0.050000000000000044,sl_intraday,0,LASE,2026-06-02,1.0082987469768576,18.507674223211794
2026-03-11,2026-03-11,3.200000047683716,3.04000004529953,-0.050000000000000044,sl_intraday,0,CODX,2026-03-10,0.8884121199321213,13.762245168122847
2024-08-09,2024-08-09,2.869999885559082,2.726499891281128,-0.04999999999999993,sl_intraday,0,APPS,2024-08-08,0.3779905419688014,12.891447754992887
2025-02-07,2025-02-07,4.639999866485596,4.407999873161316,-0.050000000000000044,sl_intraday,0,APPS,2025-02-06,0.5593749052379295,13.698724791438645
2025-06-18,2025-06-18,7.679999828338623,7.295999836921691,-0.050000000000000044,sl_intraday,0,APPS,2025-06-17,0.3610108328107346,9.426439038169123
2025-07-24,2025-07-24,3.3550000190734863,3.187250018119812,-0.050000000000000044,sl_intraday,0,REPL,2025-07-23,0.2171532943574066,5.114857230431791
2025-11-17,2025-11-17,3.0199999809265137,2.868999981880188,-0.050000000000000044,sl_intraday,0,HCWB,2025-11-14,0.2195121762110985,14.566401340594888
2026-05-21,2026-05-21,2.1700000762939453,2.061500072479248,-0.050000000000000044,sl_intraday,0,HCWB,2026-05-20,1.3365386114318043,5.502725774926581
2026-02-27,2026-02-27,5.820000171661377,5.529000163078308,-0.050000000000000044,sl_intraday,0,AEHL,2026-02-26,0.4594594449465197,19.012762257846305
2026-05-11,2026-05-11,1.1699999570846558,1.1114999592304229,-0.050000000000000044,sl_intraday,0,AEHL,2026-05-08,0.212121248610128,19.704620016116195
2025-04-25,2025-04-25,9.34000015258789,8.873000144958496,-0.050000000000000044,sl_intraday,0,PONY,2025-04-24,0.238952537846705,5.843277484622697
2025-07-14,2025-07-14,1.3200000524520874,1.254000049829483,-0.050000000000000044,sl_intraday,0,SLNH,2025-07-11,0.4112148751795241,7.287292945435486
2025-09-23,2025-09-23,2.9600000381469727,2.812000036239624,-0.050000000000000044,sl_intraday,0,SLNH,2025-09-22,0.7355370565513089,7.5989721248341935
2026-04-21,2026-04-21,1.6299999952316284,1.548499995470047,-0.050000000000000044,sl_intraday,0,SLNH,2026-04-20,0.3084111285320068,8.8668934409169
2024-07-22,2024-07-22,11.289999961853027,10.725499963760376,-0.050000000000000044,sl_intraday,0,SERV,2024-07-19,0.7681499354706434,18.955478300116145
2026-04-01,2026-04-01,2.2300000190734863,2.118500018119812,-0.050000000000000044,sl_intraday,0,MASK,2026-03-31,0.3926380291822879,19.231170614025334
2026-05-29,2026-05-29,4.900000095367432,4.65500009059906,-0.050000000000000044,sl_intraday,0,MASK,2026-05-28,1.2144772618348618,12.069849195642982
2025-01-30,2025-01-30,5.760000228881836,5.472000217437744,-0.050000000000000044,sl_intraday,0,SBET,2025-01-29,0.2105263267967951,11.06688272039829
2025-05-27,2025-05-27,33.93000030517578,32.23350028991699,-0.050000000000000044,sl_intraday,0,SBET,2025-05-23,0.6842104697067086,12.039066388411062
2025-08-27,2025-08-27,3.1500000953674316,3.465000104904175,0.10000000000000009,tp_intraday,0,RR,2025-08-26,0.2549801224445636,6.322360968421968
2025-02-21,2025-02-21,5.5,5.225,-0.050000000000000044,sl_intraday,0,XOS,2025-02-20,0.4108352691164616,19.52854144848306
2026-01-27,2026-01-27,2.880000114440918,2.736000108718872,-0.050000000000000044,sl_intraday,0,XOS,2026-01-26,0.2337662230429602,7.385359501441727
2024-09-26,2024-09-26,8.399999618530273,7.979999637603759,-0.050000000000000044,sl_intraday,0,RZLV,2024-09-25,0.4135337853904808,5.057209331973483
2024-12-18,2024-12-18,3.9100000858306885,3.714500081539154,-0.050000000000000044,sl_intraday,0,RZLV,2024-12-17,0.5161289613739941,7.097569997612272
2025-06-25,2025-06-25,3.049999952316284,2.8974999547004696,-0.050000000000000155,sl_intraday,0,RZLV,2025-06-24,0.2300884881065523,7.139766307343762
2024-10-04,2024-10-04,9.675000190734863,10.64250020980835,0.10000000000000009,tp_intraday,0,TIGR,2024-10-03,0.2385444051064502,5.280153975653338
2026-06-02,2026-06-02,4.164999961853027,3.956749963760376,-0.050000000000000044,sl_intraday,0,ANY,2026-06-01,0.2701421893771225,19.325340528013367
2025-04-17,2025-04-17,7.429999828338623,7.058499836921691,-0.050000000000000044,sl_intraday,0,HTZ,2025-04-16,0.3111366275864584,6.127939671301929
2025-04-25,2025-04-25,3.5,3.3249999999999997,-0.050000000000000044,sl_intraday,0,TMC,2025-04-24,0.4302326226118405,5.309259766550443
2025-01-21,2025-01-21,3.930000066757202,3.733500063419342,-0.050000000000000044,sl_intraday,0,GSIT,2025-01-17,0.3210702458478287,19.1560721544438
2026-05-21,2026-05-21,2.5999999046325684,2.46999990940094,-0.050000000000000044,sl_intraday,0,MTVA,2026-05-20,0.4670051080877269,8.295956949476432
2025-01-08,2025-01-08,1.7999999523162842,1.7099999547004698,-0.050000000000000044,sl_intraday,0,RKTO,2025-01-07,0.3652694790304072,19.489163079544905
2025-03-05,2025-03-05,1.2599999904632568,1.196999990940094,-0.050000000000000044,sl_intraday,0,RKTO,2025-03-04,0.3611415931542725,12.663421418636997
2025-06-05,2025-06-05,1.690000057220459,1.605500054359436,-0.050000000000000044,sl_intraday,0,RKTO,2025-06-04,0.7000000132454769,17.920471733518326
2026-05-28,2026-05-28,2.0199999809265137,1.918999981880188,-0.050000000000000044,sl_intraday,0,RKTO,2026-05-27,0.581395339166364,18.21364171882252
2024-11-25,2024-11-25,0.9769999980926514,0.9281499981880188,-0.050000000000000044,sl_intraday,0,AMPG,2024-11-22,0.4588234997125653,9.19748427672956
2025-04-17,2025-04-21,1.5700000524520874,1.491500049829483,-0.050000000000000044,sl_intraday,1,AMPG,2025-04-16,0.2671756023891363,8.739075436982521
2026-05-19,2026-05-19,3.750999927520752,3.563449931144714,-0.050000000000000044,sl_intraday,0,AMPG,2026-05-18,0.2627986223149532,8.112577618021374
2025-12-12,2025-12-12,7.400000095367432,7.03000009059906,-0.050000000000000044,sl_intraday,0,ATPC,2025-12-11,0.5126050905052983,16.382075634408086
2026-05-26,2026-05-26,1.6549999713897705,1.572249972820282,-0.050000000000000044,sl_intraday,0,VCIG,2026-05-22,0.5555555710473408,18.532389784961907
2026-05-27,2026-05-27,3.430000066757202,3.258500063419342,-0.050000000000000044,sl_intraday,0,VCIG,2026-05-26,0.7522659489426964,14.00190651069008
2026-03-18,2026-03-18,8.9399995803833,8.492999601364135,-0.050000000000000155,sl_intraday,0,MRLN,2026-03-17,0.2611731739400762,5.322785345629918
2024-09-25,2024-09-25,8.5,9.350000000000001,0.10000000000000009,tp_intraday,0,WVE,2024-09-24,0.2776910725964878,11.898970717849592
2025-01-31,2025-01-31,5.789999961853027,5.500499963760376,-0.050000000000000044,sl_intraday,0,FOXX,2025-01-30,1.1883560614819446,19.56886059767619
2025-07-18,2025-07-18,5.989999771118164,5.690499782562256,-0.050000000000000044,sl_intraday,0,FOXX,2025-07-17,0.2962184410951867,6.239249413604378
2025-11-24,2025-11-24,3.4000000953674316,3.23000009059906,-0.050000000000000044,sl_intraday,0,FOXX,2025-11-21,0.6465115371299772,19.894680973260296
2026-06-04,2026-06-04,5.079999923706055,5.587999916076661,0.10000000000000009,tp_intraday,0,FOXX,2026-06-03,0.2380952233507369,19.610465424826195
2024-12-26,2024-12-26,2.8350000381469727,2.693250036239624,-0.04999999999999993,sl_intraday,0,ABAT,2024-12-24,0.3197968867375007,5.883639282361195
2025-04-30,2025-04-30,1.559999942779541,1.481999945640564,-0.050000000000000044,sl_intraday,0,ABAT,2025-04-29,0.2857141998492554,6.790015678449259
2024-11-15,2024-11-15,7.0,6.6499999999999995,-0.050000000000000044,sl_intraday,0,OMER,2024-11-14,0.5723981197512853,15.02571956693953
2026-06-05,2026-06-05,4.21999979019165,4.0089998006820675,-0.050000000000000044,sl_intraday,0,VERU,2026-06-04,0.9403669218073484,19.725147515494967
2025-02-05,2025-02-05,2.25,2.1374999999999997,-0.050000000000000155,sl_intraday,0,ATAI,2025-02-04,0.2096774100513041,5.44014842933612
2026-02-12,2026-02-12,6.0,5.699999999999999,-0.050000000000000155,sl_intraday,0,DXST,2026-02-11,0.7613635981871085,14.192059923732192
2026-03-05,2026-03-05,3.799999952316284,4.179999947547913,0.10000000000000009,tp_intraday,0,DXST,2026-03-04,0.752136780700305,13.851082520936949
2026-03-09,2026-03-09,6.949999809265137,6.6024998188018795,-0.050000000000000044,sl_intraday,0,DXST,2026-03-06,0.75,5.792903993195451
2026-06-03,2026-06-03,4.659999847412109,4.426999855041504,-0.050000000000000044,sl_intraday,0,DXST,2026-06-02,0.6666665863910515,17.49123969097817
2026-05-22,2026-05-22,6.130000114440918,5.823500108718871,-0.050000000000000155,sl_intraday,0,PCLA,2026-05-21,0.3043478080590869,19.962412558523823
2025-07-24,2025-07-24,2.4000000953674316,2.28000009059906,-0.050000000000000044,sl_intraday,0,RMSG,2025-07-23,0.2376344236945509,5.666003976143141
2025-08-07,2025-08-07,2.059999942779541,1.9569999456405638,-0.050000000000000044,sl_intraday,0,RMSG,2025-08-06,0.305084727498337,18.73467805821273
2025-10-16,2025-10-16,2.6500000953674316,2.915000104904175,0.10000000000000009,tp_intraday,0,RMSG,2025-10-15,0.3894737568588478,9.013664423943956
2026-04-14,2026-04-14,2.799999952316284,2.65999995470047,-0.050000000000000044,sl_intraday,0,RMSG,2026-04-13,1.8511087344782464,12.673828357511146
2026-06-05,2026-06-05,3.265000104904175,3.101750099658966,-0.050000000000000044,sl_intraday,0,RMSG,2026-06-04,0.2457531185109072,9.397506440861829
2026-04-02,2026-04-02,4.829999923706055,4.588499927520751,-0.050000000000000155,sl_intraday,0,AUUD,2026-04-01,0.235827663908724,5.919623343860855
2024-08-09,2024-08-09,1.25,1.1875,-0.050000000000000044,sl_intraday,0,PGEN,2024-08-08,0.3368421019609615,5.78250320145582
2024-11-25,2024-11-25,5.199999809265137,4.93999981880188,-0.050000000000000044,sl_intraday,0,CADL,2024-11-22,0.2028639362827209,5.326178330013013
2026-04-17,2026-04-17,7.599999904632568,7.21999990940094,-0.050000000000000044,sl_intraday,0,CMND,2026-04-16,0.2518741058409763,5.722371692631556
2025-12-11,2025-12-11,2.7699999809265137,2.631499981880188,-0.04999999999999993,sl_intraday,0,ASTI,2025-12-10,0.3478261119952306,9.053384996232914
2025-12-16,2025-12-16,3.75,3.5625,-0.050000000000000044,sl_intraday,0,ASTI,2025-12-15,0.2246696362208589,8.39879678827737
2026-01-23,2026-01-23,7.579999923706055,7.200999927520751,-0.050000000000000044,sl_intraday,0,ASTI,2026-01-22,0.5099777377323866,5.923476482147577
2026-04-16,2026-04-16,6.110000133514404,6.721000146865845,0.10000000000000009,tp_intraday,0,ASTI,2026-04-15,0.5820895929578032,9.433931011636092
2024-11-26,2024-11-26,3.4200000762939453,3.249000072479248,-0.050000000000000044,sl_intraday,0,DPRO,2024-11-25,0.2039215649608829,5.801616615812858
2024-12-02,2024-12-02,4.699999809265137,4.464999818801879,-0.050000000000000155,sl_intraday,0,DPRO,2024-11-29,0.3874172462527625,12.417326378776243
2025-07-17,2025-07-17,5.934999942779541,6.528499937057496,0.10000000000000009,tp_intraday,0,DPRO,2025-07-16,0.200463443719016,9.988854314706089
2025-07-18,2025-07-21,5.385000228881836,6.130000114440918,0.1383472337778855,tp_gap,1,DPRO,2025-07-17,0.2165121920473522,5.600686405913651
2026-02-17,2026-02-17,4.0,4.4,0.10000000000000009,tp_intraday,0,ATOM,2026-02-13,0.410071984401593,14.095082768492611
2026-02-18,2026-02-18,5.489999771118164,5.215499782562255,-0.050000000000000044,sl_intraday,0,ATOM,2026-02-17,0.4325000047683716,9.349084616863555
2026-04-27,2026-04-27,8.5,8.075,-0.050000000000000044,sl_intraday,0,ATOM,2026-04-24,0.3230769817645733,12.56177054879563
2026-04-17,2026-04-17,4.760000228881836,5.23600025177002,0.10000000000000009,tp_intraday,0,WNW,2026-04-16,0.5027026678716471,11.980072180782368
2026-05-01,2026-05-01,3.8299999237060547,4.212999916076661,0.10000000000000009,tp_intraday,0,WNW,2026-04-30,0.3070094990137411,5.991711146120022
2024-10-29,2024-10-29,2.1600000858306885,2.052000081539154,-0.04999999999999993,sl_intraday,0,PRCH,2024-10-28,0.3974359914866223,14.70370777517785
2024-11-11,2024-11-11,3.5999999046325684,3.4199999094009397,-0.050000000000000044,sl_intraday,0,PRCH,2024-11-08,0.2569443547615333,5.515061929761965
2025-02-27,2025-02-27,6.635000228881836,6.303250217437744,-0.050000000000000044,sl_intraday,0,PRCH,2025-02-26,0.3608247493630783,11.733172322537902
2026-04-24,2026-04-24,1.2100000381469727,1.33100004196167,0.10000000000000009,tp_intraday,0,AMST,2026-04-23,0.3333333333333332,18.39432486954202
2025-11-19,2025-11-19,5.900000095367432,5.60500009059906,-0.04999999999999993,sl_intraday,0,LFS,2025-11-18,0.6883117301324555,8.58941037650031
2026-01-15,2026-01-15,2.7899999618530273,2.650499963760376,-0.050000000000000044,sl_intraday,0,LFS,2026-01-14,0.2024291474528161,9.5276617954071
2024-10-09,2024-10-09,2.690000057220459,2.555500054359436,-0.050000000000000044,sl_intraday,0,PDYN,2024-10-08,0.462765961156921,18.12538164054549
2024-11-25,2024-11-25,5.5,5.225,-0.050000000000000044,sl_intraday,0,PDYN,2024-11-22,1.0720720024099606,16.961232396343238
2024-11-27,2024-11-27,6.380000114440918,6.061000108718872,-0.050000000000000044,sl_intraday,0,PDYN,2024-11-26,0.7004717989042641,5.135492502022276
2024-11-04,2024-11-05,9.260000228881836,9.640000343322754,0.04103672840694994,time_exit,1,VIR,2024-11-01,0.2969188238150111,6.5301588012632426
2025-07-24,2025-07-24,1.600000023841858,1.520000022649765,-0.050000000000000044,sl_intraday,0,PUSA,2025-07-23,1.9843750145519157,19.25915779212712
2025-02-18,2025-02-18,2.1700000762939453,2.38700008392334,0.10000000000000009,tp_intraday,0,ALLO,2025-02-14,0.3246753327177798,9.38033843852259
2025-02-19,2025-02-19,2.7300000190734863,2.593500018119812,-0.050000000000000044,sl_intraday,0,ALLO,2025-02-18,0.3087556748014644,9.257644043590169
2024-08-19,2024-08-19,9.670000076293945,9.186500072479248,-0.050000000000000044,sl_intraday,0,MRVI,2024-08-16,0.2130326167968697,6.3712568197874955
2025-04-15,2025-04-15,1.6799999475479126,1.5959999501705169,-0.050000000000000044,sl_intraday,0,STAK,2025-04-14,0.7760000228881836,18.318157616642207
2026-03-03,2026-03-03,1.1050000190734863,1.049750018119812,-0.04999999999999993,sl_intraday,0,STAK,2026-03-02,1.1031744558149237,19.924900461568676
2026-05-04,2026-05-04,1.0499999523162842,0.9974999547004699,-0.050000000000000044,sl_intraday,0,STAK,2026-05-01,0.4146341179751835,16.68822301806096
2026-05-13,2026-05-13,1.9500000476837158,2.1450000524520876,0.10000000000000009,tp_intraday,0,STAK,2026-05-12,0.8623852378219785,6.6744637447116695
2026-06-03,2026-06-03,1.9199999570846558,2.1119999527931217,0.10000000000000009,tp_intraday,0,STAK,2026-06-02,0.5833332505491078,9.036374190863189
2026-06-04,2026-06-04,3.3399999141693115,3.673999905586243,0.10000000000000009,tp_intraday,0,STAK,2026-06-03,0.8802083207216731,5.429521555469007
2025-10-16,2025-10-16,6.059999942779541,5.756999945640564,-0.050000000000000044,sl_intraday,0,SANA,2025-10-15,0.3126385312316693,6.534777380146956
2025-12-17,2025-12-17,8.86400032043457,8.420800304412841,-0.050000000000000044,sl_intraday,0,EDHL,2025-12-16,0.3674999569728976,11.57205566451854
2026-05-22,2026-05-22,3.0199999809265137,2.868999981880188,-0.050000000000000044,sl_intraday,0,EDHL,2026-05-21,0.237288222919765,18.932603241991508
2025-10-10,2025-10-13,3.0799999237060547,2.9100000858306885,-0.055194753924153184,sl_gap,1,TRAW,2025-10-09,0.2371542094214165,5.300249465431219
2025-11-17,2025-11-17,2.1600000858306885,2.052000081539154,-0.04999999999999993,sl_intraday,0,TRAW,2025-11-14,0.2400000435965401,14.897378991581226
2025-05-12,2025-05-12,4.210000038146973,3.999500036239624,-0.050000000000000044,sl_intraday,0,ABTS,2025-05-09,2.4186990719508494,18.183419641908003
2025-07-03,2025-07-03,5.119999885559082,4.863999891281128,-0.050000000000000044,sl_intraday,0,ABTS,2025-07-02,0.2235577738673053,5.299262899262899
2025-09-22,2025-09-22,7.010000228881836,7.71100025177002,0.10000000000000009,tp_intraday,0,ABTS,2025-09-19,0.2824868485640355,5.638118584341965
2026-02-23,2026-02-23,2.809999942779541,2.6694999456405637,-0.050000000000000044,sl_intraday,0,ABTS,2026-02-20,0.7348836528474829,19.936097088111993
2026-06-02,2026-06-02,3.200000047683716,3.04000004529953,-0.050000000000000044,sl_intraday,0,ABTS,2026-06-01,0.3544304093533719,19.613746563501373
2025-09-08,2025-09-08,4.909999847412109,4.6644998550415036,-0.050000000000000044,sl_intraday,0,XMAX,2025-09-05,0.5770609876442774,12.328715691737411
2026-04-20,2026-04-20,2.380000114440918,2.261000108718872,-0.050000000000000155,sl_intraday,0,BZAI,2026-04-17,0.2444443764182962,5.456893933973494
2025-05-16,2025-05-16,2.140000104904175,2.033000099658966,-0.050000000000000044,sl_intraday,0,CABA,2025-05-15,0.2928571240026121,10.59352766036848
2025-11-03,2025-11-03,3.559999942779541,3.3819999456405636,-0.050000000000000044,sl_intraday,0,CABA,2025-10-31,0.38314177785179,5.227358248182408
2026-05-05,2026-05-06,3.7899999618530273,4.21999979019165,0.11345642022866542,tp_gap,1,CABA,2026-05-04,0.2040238700394638,9.086088919141618
2025-10-22,2025-10-22,6.539999961853027,6.212999963760375,-0.050000000000000044,sl_intraday,0,RYOJ,2025-10-21,0.8726899589058399,6.598700275479015
2026-05-01,2026-05-01,3.109999895095825,2.954499900341034,-0.050000000000000044,sl_intraday,0,RYOJ,2026-04-30,0.469565297615327,13.670425609312478
2026-05-26,2026-05-26,4.119999885559082,3.9139998912811276,-0.050000000000000044,sl_intraday,0,RYOJ,2026-05-22,1.0576131121973271,15.5192039486792
2025-10-03,2025-10-03,5.050000190734863,4.79750018119812,-0.050000000000000044,sl_intraday,0,TSHA,2025-10-02,0.2094176701321954,11.91943092561331
2024-11-25,2024-11-25,1.840000033378601,2.0240000367164614,0.10000000000000009,tp_intraday,0,VUZI,2024-11-22,0.3359375596628537,5.086644410567144
2024-11-26,2024-11-26,2.380000114440918,2.261000108718872,-0.050000000000000155,sl_intraday,0,VUZI,2024-11-25,0.2228260647737916,5.855476163894161
2025-09-23,2025-09-23,3.3499999046325684,3.6849998950958254,0.10000000000000009,tp_intraday,0,VUZI,2025-09-22,0.2754716953971541,6.219461074086625
2024-11-15,2024-11-15,1.059999942779541,1.0069999456405638,-0.050000000000000155,sl_intraday,0,VIVO,2024-11-14,0.7197451958468093,12.89340322809159
2025-03-25,2025-03-25,2.809999942779541,2.6694999456405637,-0.050000000000000044,sl_intraday,0,VIVO,2025-03-24,1.5058366632307796,9.585507543539704
2025-03-27,2025-03-27,4.675000190734863,4.44125018119812,-0.050000000000000044,sl_intraday,0,VIVO,2025-03-26,0.2628398491235344,10.007640239059889
2026-02-17,2026-02-17,2.184999942779541,2.0757499456405637,-0.050000000000000155,sl_intraday,0,VIVO,2026-02-13,0.416107303081056,6.898353251873044
2026-03-31,2026-03-31,2.2100000381469727,2.099500036239624,-0.04999999999999993,sl_intraday,0,NEXR,2026-03-30,0.2270916077324749,9.330104923325262
2026-06-05,2026-06-05,1.3200000524520874,1.254000049829483,-0.050000000000000044,sl_intraday,0,NEXR,2026-06-04,0.2479999542236328,9.695351796364772
2026-02-12,2026-02-12,7.699999809265137,7.31499981880188,-0.050000000000000044,sl_intraday,0,WCT,2026-02-11,0.2340424927503845,12.527706375626815
2026-05-27,2026-05-27,2.140000104904175,2.033000099658966,-0.050000000000000044,sl_intraday,0,WCT,2026-05-26,0.3109756793421274,10.058803182289864
2026-06-04,2026-06-04,2.0,1.9,-0.050000000000000044,sl_intraday,0,WCT,2026-06-03,0.6112851957012906,18.51536979964999
2025-08-08,2025-08-08,2.6700000762939453,2.536500072479248,-0.04999999999999993,sl_intraday,0,CCCC,2025-08-07,0.2899999618530273,5.031103494302499
2025-09-16,2025-09-16,3.6050000190734863,3.424750018119812,-0.050000000000000044,sl_intraday,0,CCCC,2025-09-15,0.2704626355655704,5.763232001025309
2026-06-05,2026-06-05,3.2200000286102295,3.0590000271797178,-0.050000000000000044,sl_intraday,0,INDP,2026-06-04,1.2196260594168038,19.140161462892713
2024-10-17,2024-10-17,5.039999961853027,4.787999963760376,-0.050000000000000044,sl_intraday,0,LTBR,2024-10-16,0.3490304784149616,7.343478972344951
2024-10-21,2024-10-21,9.3100004196167,8.844500398635864,-0.050000000000000044,sl_intraday,0,LTBR,2024-10-18,0.5543236969235863,8.702854790782121
2024-08-09,2024-08-09,9.039999961853027,8.587999963760376,-0.04999999999999993,sl_intraday,0,IPWR,2024-08-08,0.2696629363980927,6.083810672294242
2025-08-15,2025-08-15,4.980000019073486,4.731000018119812,-0.04999999999999993,sl_intraday,0,IPWR,2025-08-14,0.3467532652508938,11.390248323364148
2026-01-28,2026-01-29,4.429999828338623,4.872999811172486,0.10000000000000009,tp_intraday,1,IPWR,2026-01-27,0.2246574447669083,6.304999211480839
2024-08-22,2024-08-22,7.570000171661377,7.191500163078308,-0.050000000000000044,sl_intraday,0,RILY,2024-08-21,0.4370503333357631,7.418741652396189
2025-02-25,2025-02-25,4.380000114440918,4.161000108718872,-0.050000000000000044,sl_intraday,0,RILY,2025-02-24,0.2303522741061532,10.126276354810534
2025-02-27,2025-02-27,6.949999809265137,6.6024998188018795,-0.050000000000000044,sl_intraday,0,RILY,2025-02-26,0.3270587921142578,5.550335000659343
